,timestamp,open,high,low,close,volume
46,2023-11-26 21:51:00,37371.92,37400.0,37371.1,37399.99,17.27806
47,2023-11-26 21:52:00,37400.0,37410.01,37389.8,37389.81,35.61783
48,2023-11-26 21:53:00,37389.81,37389.81,37372.88,37372.9,19.67809
49,2023-11-26 21:54:00,37372.89,37372.9,37355.49,37358.78,15.07377
50,2023-11-26 21:55:00,37358.79,37369.99,37351.0,37351.0,29.75606
51,2023-11-26 21:56:00,37351.0,37351.01,37329.51,37349.86,31.02891
52,2023-11-26 21:57:00,37349.86,37349.87,37321.9,37337.57,41.44029
53,2023-11-26 21:58:00,37337.57,37361.1,37337.56,37360.0,19.48438
54,2023-11-26 21:59:00,37359.99,37365.36,37341.1,37341.1,21.4025
55,2023-11-26 22:00:00,37341.1,37341.11,37316.0,37317.32,50.66392
56,2023-11-26 22:01:00,37317.32,37317.32,37298.2,37298.21,44.78795
57,2023-11-26 22:02:00,37298.21,37349.86,37291.64,37349.85,46.53117
58,2023-11-26 22:03:00,37349.85,37400.6,37349.85,37395.62,23.4788
59,2023-11-26 22:04:00,37395.63,37404.0,37391.74,37391.75,32.46497
60,2023-11-26 22:05:00,37391.74,37402.2,37391.74,37402.19,35.07517
61,2023-11-26 22:06:00,37402.19,37410.94,37386.0,37401.16,45.73858
62,2023-11-26 22:07:00,37401.15,37416.54,37401.15,37416.54,16.4581
63,2023-11-26 22:08:00,37416.54,37419.26,37391.36,37409.0,57.57028
64,2023-11-26 22:09:00,37409.0,37410.77,37404.56,37410.76,17.51299
65,2023-11-26 22:10:00,37410.77,37411.74,37391.36,37411.73,31.80817
66,2023-11-26 22:11:00,37411.73,37432.81,37411.73,37429.52,25.21461
67,2023-11-26 22:12:00,37429.52,37437.99,37429.52,37437.98,8.87465
68,2023-11-26 22:13:00,37437.98,37445.61,37420.01,37420.01,28.33875
69,2023-11-26 22:14:00,37420.01,37420.02,37416.27,37416.27,5.45548
70,2023-11-26 22:15:00,37416.27,37416.28,37403.26,37403.26,5.46197
71,2023-11-26 22:16:00,37403.27,37403.3,37376.0,37377.31,54.04101
72,2023-11-26 22:17:00,37377.32,37386.36,37350.0,37386.36,36.17956
73,2023-11-26 22:18:00,37386.35,37393.99,37373.28,37392.12,29.73926
74,2023-11-26 22:19:00,37392.12,37397.56,37389.95,37397.55,11.18153
75,2023-11-26 22:20:00,37397.55,37431.1,37397.55,37430.87,27.64409
76,2023-11-26 22:21:00,37430.87,37437.55,37430.87,37437.55,6.68766
77,2023-11-26 22:22:00,37437.55,37448.89,37437.54,37448.24,16.25732
78,2023-11-26 22:23:00,37448.25,37451.86,37440.0,37451.85,31.29492
79,2023-11-26 22:24:00,37451.86,37455.93,37448.24,37451.53,19.76428
80,2023-11-26 22:25:00,37451.52,37451.53,37445.58,37445.58,10.27463
81,2023-11-26 22:26:00,37445.59,37451.55,37445.58,37450.02,13.12123
82,2023-11-26 22:27:00,37450.02,37450.58,37444.7,37444.71,29.2322
83,2023-11-26 22:28:00,37444.71,37455.0,37444.7,37454.99,12.65764
84,2023-11-26 22:29:00,37455.0,37455.0,37454.99,37455.0,5.37092
85,2023-11-26 22:30:00,37455.0,37490.01,37447.88,37478.47,35.30234
86,2023-11-26 22:31:00,37478.47,37487.4,37478.47,37486.97,17.33429
87,2023-11-26 22:32:00,37486.98,37501.99,37486.97,37498.44,16.78532
88,2023-11-26 22:33:00,37498.44,37498.45,37496.0,37496.01,10.20168
89,2023-11-26 22:34:00,37496.0,37496.01,37486.93,37486.94,7.52639
90,2023-11-26 22:35:00,37486.93,37498.48,37472.2,37472.21,31.54346
91,2023-11-26 22:36:00,37472.2,37496.08,37469.2,37496.07,23.6582
92,2023-11-26 22:37:00,37496.08,37496.11,37486.37,37486.38,22.2917
93,2023-11-26 22:38:00,37486.38,37496.11,37477.61,37496.11,18.06442
94,2023-11-26 22:39:00,37496.11,37496.11,37490.7,37490.7,10.26462
95,2023-11-26 22:40:00,37490.7,37494.21,37480.0,37494.21,17.66745
96,2023-11-26 22:41:00,37494.2,37508.0,37494.2,37507.99,20.98079
97,2023-11-26 22:42:00,37507.99,37508.0,37504.53,37504.59,19.29978
98,2023-11-26 22:43:00,37504.59,37508.0,37504.53,37504.83,12.14248
99,2023-11-26 22:44:00,37504.84,37504.84,37495.16,37495.17,12.86006
100,2023-11-26 22:45:00,37495.16,37495.17,37472.53,37472.53,11.13837
101,2023-11-26 22:46:00,37472.54,37499.89,37472.53,37499.89,32.99623
102,2023-11-26 22:47:00,37499.89,37499.89,37485.12,37485.12,18.24841
103,2023-11-26 22:48:00,37485.12,37485.13,37452.69,37454.01,12.64996
104,2023-11-26 22:49:00,37454.01,37461.57,37440.0,37461.56,23.92894
105,2023-11-26 22:50:00,37461.56,37461.57,37444.09,37445.75,17.42226
106,2023-11-26 22:51:00,37445.76,37445.76,37436.24,37445.01,20.53408
107,2023-11-26 22:52:00,37445.02,37445.02,37428.25,37428.25,18.39572
108,2023-11-26 22:53:00,37428.25,37429.65,37411.35,37411.45,18.07427
109,2023-11-26 22:54:00,37411.45,37437.77,37402.0,37437.77,21.63795
110,2023-11-26 22:55:00,37437.77,37439.36,37426.53,37435.31,41.68752
111,2023-11-26 22:56:00,37435.3,37435.31,37435.3,37435.3,1.14655
112,2023-11-26 22:56:00,37435.3,37435.31,37435.3,37435.3,1.31037
